flow_cell_id	machine_manufacture_model	platform	start_date
61FMB	IIx	GAII	2010-03-14
61FPB	IIx	GAII	2010-03-14
61FRY	IIx	GAII	2010-03-15
61FM1	IIx	GAII	2010-03-15
61FNA	IIx	GAII	2010-03-15
61FJW	IIx	GAII	2010-03-15
615RD	IIx	GAII	2010-03-16
61543	IIx	GAII	2010-03-16
61F09	IIx	GAII	2010-03-16
61F6E	IIx	GAII	2010-03-16
61F0B	IIx	GAII	2010-03-17
61F41	IIx	GAII	2010-03-17
6151G	IIx	GAII	2010-03-17
615N7	IIx	GAII	2010-03-17
61529	IIx	GAII	2010-03-18
61547	IIx	GAII	2010-03-18
61EWV	IIx	GAII	2010-03-18
61F5B	IIx	GAII	2010-03-18
61542	IIx	GAII	2010-03-18
6151K	II	GAII	2010-03-19
61F5F	IIx	GAII	2010-03-19
61EWR	IIx	GAII	2010-03-19
6177Y	IIx	GAII	2010-03-19
61527	IIx	GAII	2010-03-20
614NM	IIx	GAII	2010-03-20
61F6W	IIx	GAII	2010-03-20
61F5C	IIx	GAII	2010-03-20
614TM	IIx	GAII	2010-03-20
614T6	IIx	GAII	2010-03-20
61EWH	IIx	GAII	2010-03-20
614T8	IIx	GAII	2010-03-21
614TF	IIx	GAII	2010-03-21
61F3F	IIx	GAII	2010-03-21
614R3	IIx	GAII	2010-03-22
614R1	IIx	GAII	2010-03-22
614PU	IIx	GAII	2010-03-22
614M9	II	GAII	2010-03-22
614TA	IIx	GAII	2010-03-22
614T2	IIx	GAII	2010-03-22
614R0	IIx	GAII	2010-03-23
614RM	IIx	GAII	2010-03-23
614PY	IIx	GAII	2010-03-23
611B1	IIx	GAII	2010-03-23
614PW	IIx	GAII	2010-03-23
6113C	IIx	GAII	2010-03-23
615W9	IIx	GAII	2010-03-23
6114C	IIx	GAII	2010-03-23
61151	IIx	GAII	2010-03-24
611AD	IIx	GAII	2010-03-24
616NM	IIx	GAII	2010-03-24
61152	IIx	GAII	2010-03-25
61149	IIx	GAII	2010-03-25
616P3	IIx	GAII	2010-03-25
616WC	IIx	GAII	2010-03-25
6119K	IIx	GAII	2010-03-25
616NN	IIx	GAII	2010-03-25
61H9M	IIx	GAII	2010-03-26
611AA	IIx	GAII	2010-03-26
61134	IIx	GAII	2010-03-26
61H95	IIx	GAII	2010-03-27
6114H	IIx	GAII	2010-03-27
616LR	IIx	GAII	2010-03-28
61H97	IIx	GAII	2010-03-28
616PD	IIx	GAII	2010-03-28
616P7	IIx	GAII	2010-03-28
61G62	IIx	GAII	2010-03-29
6113Y	IIx	GAII	2010-03-29
61HA5	IIx	GAII	2010-03-29
611UN	II	GAII	2010-03-29
61H99	IIx	GAII	2010-03-29
61H96	IIx	GAII	2010-03-30
61HA2	IIx	GAII	2010-03-30
611VA	IIx	GAII	2010-03-30
61G6P	IIx	GAII	2010-03-30
61H98	IIx	GAII	2010-03-30
61H8Y	IIx	GAII	2010-03-30
613LA	IIx	GAII	2010-03-31
61G0H	IIx	GAII	2010-03-31
61G3R	IIx	GAII	2010-03-31
617EU	IIx	GAII	2010-04-01
61G61	IIx	GAII	2010-04-01
61G64	IIx	GAII	2010-04-01
61G3P	II	GAII	2010-04-01
61G4J	IIx	GAII	2010-04-01
61G3N	IIx	GAII	2010-04-01
61G6L	IIx	GAII	2010-04-01
61G6Y	IIx	GAII	2010-04-01
6143R	IIx	GAII	2010-04-02
61G37	IIx	GAII	2010-04-02
615PC	IIx	GAII	2010-04-02
61H93	IIx	GAII	2010-04-02
61H9L	IIx	GAII	2010-04-02
61H9G	IIx	GAII	2010-04-02
6156T	IIx	GAII	2010-04-02
6156R	IIx	GAII	2010-04-02
61458	IIx	GAII	2010-04-02
6159P	IIx	GAII	2010-04-03
6144C	IIx	GAII	2010-04-03
6146R	IIx	GAII	2010-04-04
61H9B	IIx	GAII	2010-04-04
6144L	IIx	GAII	2010-04-04
6144H	IIx	GAII	2010-04-04
61J64	IIx	GAII	2010-04-05
61G67	IIx	GAII	2010-04-05
61G6M	IIx	GAII	2010-04-05
6143M	IIx	GAII	2010-04-05
61J3Y	IIx	GAII	2010-04-06
61J3T	IIx	GAII	2010-04-06
61J3K	IIx	GAII	2010-04-06
61J3M	IIx	GAII	2010-04-06
61J4P	IIx	GAII	2010-04-07
6144N	IIx	GAII	2010-04-07
61J50	IIx	GAII	2010-04-07
61J51	IIx	GAII	2010-04-07
61J69	IIx	GAII	2010-04-07
613BN	IIx	GAII	2010-04-07
61J66	IIx	GAII	2010-04-07
61J6G	IIx	GAII	2010-04-08
61J4R	II	GAII	2010-04-08
61J38	IIx	GAII	2010-04-08
61J6H	IIx	GAII	2010-04-08
61J4N	IIx	GAII	2010-04-08
61J58	IIx	GAII	2010-04-09
61J8M	IIx	GAII	2010-04-09
61J3P	IIx	GAII	2010-04-09
61J6C	IIx	GAII	2010-04-09
61J4T	IIx	GAII	2010-04-10
61J8E	IIx	GAII	2010-04-11
61J8K	IIx	GAII	2010-04-11
61J3N	IIx	GAII	2010-04-11
61J3D	IIx	GAII	2010-04-11
61J8L	II	GAII	2010-04-11
61J1A	IIx	GAII	2010-04-12
61J7W	IIx	GAII	2010-04-12
61J4W	IIx	GAII	2010-04-12
61J83	IIx	GAII	2010-04-12
61J6D	IIx	GAII	2010-04-12
61J7U	IIx	GAII	2010-04-12
61J02A	IIx	GAII	2010-04-12
61FY0	IIx	GAII	2010-04-12
61HTT	IIx	GAII	2010-04-13
61J14	IIx	GAII	2010-04-13
61J16	IIx	GAII	2010-04-13
61J0M	IIx	GAII	2010-04-13
61EBP	IIx	GAII	2010-04-15
61J0L	IIx	GAII	2010-04-15
61J3G	IIx	GAII	2010-04-15
61HW0	IIx	GAII	2010-04-15
613JF	IIx	GAII	2010-04-16
61K76	IIx	GAII	2010-04-16
61K7P	IIx	GAII	2010-04-16
61K7Y	II	GAII	2010-04-16
61K57	IIx	GAII	2010-04-16
61JYV	IIx	GAII	2010-04-16
61J0J	IIx	GAII	2010-04-16
61K7H	IIx	GAII	2010-04-16
61K09	IIx	GAII	2010-04-16
61K58	IIx	GAII	2010-04-16
61K02	IIx	GAII	2010-04-17
61K45	IIx	GAII	2010-04-17
61K7G	IIx	GAII	2010-04-17
61K44	IIx	GAII	2010-04-17
61K23	IIx	GAII	2010-04-17
61K5K	IIx	GAII	2010-04-17
61K7J	IIx	GAII	2010-04-19
61K4D	IIx	GAII	2010-04-19
61K01	IIx	GAII	2010-04-19
61K05	IIx	GAII	2010-04-19
61K2D	IIx	GAII	2010-04-19
61K55	IIx	GAII	2010-04-19
61K08	IIx	GAII	2010-04-19
61K1Y	IIx	GAII	2010-04-19
61E3K	IIx	GAII	2010-04-21
613C2	IIx	GAII	2010-04-21
61L86	IIx	GAII	2010-04-21
61L8J	IIx	GAII	2010-04-21
61K07	IIx	GAII	2010-04-21
61L5M	IIx	GAII	2010-04-21
61L5F	IIx	GAII	2010-04-21
61L8K	IIx	GAII	2010-04-21
61L5N	II	GAII	2010-04-21
61K4F	IIx	GAII	2010-04-22
61K0A	IIx	GAII	2010-04-22
61L54	IIx	GAII	2010-04-22
61L8L	IIx	GAII	2010-04-22
61K4C	IIx	GAII	2010-04-22
61L87	IIx	GAII	2010-04-23
61L9Y	IIx	GAII	2010-04-23
613K4	IIx	GAII	2010-04-23
617U7	IIx	GAII	2010-04-23
61382	IIx	GAII	2010-04-23
61L88	IIx	GAII	2010-04-23
61L3N	IIx	GAII	2010-04-23
61L3Y	IIx	GAII	2010-04-23
61L8H	IIx	GAII	2010-04-23
61L9U	IIx	GAII	2010-04-25
61L9N	IIx	GAII	2010-04-25
61L56	IIx	GAII	2010-04-26
61LP2	IIx	GAII	2010-04-26
61L9V	IIx	GAII	2010-04-26
61K2H	II	GAII	2010-04-26
61L5U	IIx	GAII	2010-04-26
61L9P	IIx	GAII	2010-04-26
61L5W	IIx	GAII	2010-04-26
61L3P	IIx	GAII	2010-04-26
61EBN	IIx	GAII	2010-04-26
61L3R	IIx	GAII	2010-04-27
61L8F	IIx	GAII	2010-04-27
61LA1	IIx	GAII	2010-04-27
61L5V	IIx	GAII	2010-04-27
61L8G	IIx	GAII	2010-04-27
61LP7	IIx	GAII	2010-04-27
61L9M	IIx	GAII	2010-04-27
61L9T	IIx	GAII	2010-04-27
61LRK	IIx	GAII	2010-04-28
61FLM	IIx	GAII	2010-04-28
704EY	IIx	GAII	2010-04-28
61L3V	IIx	GAII	2010-04-29
61L3T	IIx	GAII	2010-04-29
61L3W	IIx	GAII	2010-04-29
61LRH	IIx	GAII	2010-04-29
61LRJ	IIx	GAII	2010-04-29
613J1	IIx	GAII	2010-04-29
61L9W	IIx	GAII	2010-04-29
61LU1	IIx	GAII	2010-04-30
6146N	IIx	GAII	2010-04-30
61MAN	IIx	GAII	2010-04-30
61LRL	IIx	GAII	2010-05-01
61MAE	IIx	GAII	2010-05-01
61M68	IIx	GAII	2010-05-01
61MC5	IIx	GAII	2010-05-01
61M7G	IIx	GAII	2010-05-01
61MAL	IIx	GAII	2010-05-02
61LP8	IIx	GAII	2010-05-02
61M99	IIx	GAII	2010-05-02
61M6A	IIx	GAII	2010-05-02
61M8U	II	GAII	2010-05-03
61M92	IIx	GAII	2010-05-03
61L40	IIx	GAII	2010-05-03
61MC6	IIx	GAII	2010-05-03
61GL2	IIx	GAII	2010-05-04
61M7J	IIx	GAII	2010-05-04
61M97	IIx	GAII	2010-05-05
61M7M	IIx	GAII	2010-05-05
613K2	IIx	GAII	2010-05-05
61MYB	IIx	GAII	2010-05-05
61M9H	IIx	GAII	2010-05-06
61MDJ	IIx	GAII	2010-05-06
61N28	IIx	GAII	2010-05-06
61MAF	IIx	GAII	2010-05-06
61M7F	IIx	GAII	2010-05-06
61MYG	IIx	GAII	2010-05-07
61431	IIx	GAII	2010-05-07
61M7R	IIx	GAII	2010-05-07
61MAR	IIx	GAII	2010-05-07
61MC1	IIx	GAII	2010-05-07
61M9K	II	GAII	2010-05-07
61M9L	IIx	GAII	2010-05-09
61N1D	IIx	GAII	2010-05-09
61N1A	IIx	GAII	2010-05-09
61PLF	IIx	GAII	2010-05-10
61MYF	IIx	GAII	2010-05-10
61MWR	IIx	GAII	2010-05-10
61PK3	IIx	GAII	2010-05-10
614FE	IIx	GAII	2010-05-10
61GDT	IIx	GAII	2010-05-11
61PJE	IIx	GAII	2010-05-11
61PNF	IIx	GAII	2010-05-11
61PJ9	IIx	GAII	2010-05-11
61PJC	IIx	GAII	2010-05-11
61PLK	IIx	GAII	2010-05-11
61PJA	IIx	GAII	2010-05-12
61PNG	IIx	GAII	2010-05-12
61PE7	IIx	GAII	2010-05-12
61PDY	IIx	GAII	2010-05-12
61PNA	IIx	GAII	2010-05-12
61P7L	IIx	GAII	2010-05-12
61PNM	IIx	GAII	2010-05-12
61PFY	IIx	GAII	2010-05-12
61PE2	IIx	GAII	2010-05-12
61PJB	IIx	GAII	2010-05-13
61PNJ	IIx	GAII	2010-05-13
61PPR	IIx	GAII	2010-05-13
61PLJ	IIx	GAII	2010-05-13
61PE4	IIx	GAII	2010-05-13
61PNK	IIx	GAII	2010-05-13
61PFV	IIx	GAII	2010-05-13
61PJ8	IIx	GAII	2010-05-13
61PE9	IIx	GAII	2010-05-13
618HR	II	GAII	2010-05-13
61PND	IIx	GAII	2010-05-13
618HN	IIx	GAII	2010-05-13
618H1	IIx	GAII	2010-05-15
61PE1	IIx	GAII	2010-05-15
61PG3	IIx	GAII	2010-05-15
61PNE	IIx	GAII	2010-05-17
61PG2	IIx	GAII	2010-05-17
61PNB	II	GAII	2010-05-17
618HT	IIx	GAII	2010-05-17
61PE5	IIx	GAII	2010-05-17
61PG1	IIx	GAII	2010-05-17
61PDV	IIx	GAII	2010-05-17
61NTG	IIx	GAII	2010-05-17
61NM1	IIx	GAII	2010-05-17
61NR4	II	GAII	2010-05-18
61GKY	IIx	GAII	2010-05-18
618HP	IIx	GAII	2010-05-19
61PER	IIx	GAII	2010-05-19
61NTL	IIx	GAII	2010-05-19
61NV2	IIx	GAII	2010-05-19
61NM9	IIx	GAII	2010-05-20
61FTE	IIx	GAII	2010-05-20
61NMD	IIx	GAII	2010-05-20
61NRD	IIx	GAII	2010-05-20
61NMA	IIx	GAII	2010-05-20
704JY	IIx	GAII	2010-05-21
61NMF	IIx	GAII	2010-05-21
61NTD	IIx	GAII	2010-05-21
61NTE	IIx	GAII	2010-05-21
61NTK	IIx	GAII	2010-05-21
704UD	IIx	GAII	2010-05-22
61NM5	IIx	GAII	2010-05-22
61K5M	IIx	GAII	2010-05-22
704TB	IIx	GAII	2010-05-22
704U2	IIx	GAII	2010-05-22
61TR9	IIx	GAII	2010-05-22
704U6	IIx	GAII	2010-05-22
61NR0	IIx	GAII	2010-05-22
61NWN	IIx	GAII	2010-05-23
61NUW	IIx	GAII	2010-05-23
61NUY	IIx	GAII	2010-05-23
61TTM	IIx	GAII	2010-05-23
61NUV	IIx	GAII	2010-05-23
704T4	IIx	GAII	2010-05-23
61TR2	IIx	GAII	2010-05-23
704LM	IIx	GAII	2010-05-23
7039W	IIx	GAII	2010-05-23
704R7	IIx	GAII	2010-05-23
7037Y	IIx	GAII	2010-05-23
704TU	IIx	GAII	2010-05-24
704N5	IIx	GAII	2010-05-25
704JG	IIx	GAII	2010-05-25
7037L	IIx	GAII	2010-05-25
704MC	IIx	GAII	2010-05-27
61MC0	IIx	GAII	2010-05-27
61MC3	IIx	GAII	2010-05-27
61M7E	IIx	GAII	2010-05-27
704P0	IIx	GAII	2010-05-27
703AG	II	GAII	2010-05-27
704VU	IIx	GAII	2010-05-28
7034W	II	GAII	2010-05-28
704R0	IIx	GAII	2010-05-28
7055H	IIx	GAII	2010-05-29
61U64	IIx	GAII	2010-05-29
7055R	IIx	GAII	2010-05-29
61M61	IIx	GAII	2010-05-29
61U6J	IIx	GAII	2010-05-30
61M7N	IIx	GAII	2010-05-30
61U5G	IIx	GAII	2010-05-30
61U75	IIx	GAII	2010-05-30
61U8F	IIx	GAII	2010-06-01
61MAJ	IIx	GAII	2010-06-01
61M93	IIx	GAII	2010-06-01
704PP	IIx	GAII	2010-06-01
704V6	IIx	GAII	2010-06-01
704M7	IIx	GAII	2010-06-01
61U89	IIx	GAII	2010-06-01
61M91	IIx	GAII	2010-06-01
704PN	IIx	GAII	2010-06-01
704RU	IIx	GAII	2010-06-01
704RV	IIx	GAII	2010-06-01
61MBT	IIx	GAII	2010-06-01
61U6G	IIx	GAII	2010-06-01
61U6L	IIx	GAII	2010-06-01
704V0	IIx	GAII	2010-06-02
704VA	IIx	GAII	2010-06-02
7032P	IIx	GAII	2010-06-02
704V3	IIx	GAII	2010-06-02
704E5	IIx	GAII	2010-06-02
704HH	IIx	GAII	2010-06-02
70481	IIx	GAII	2010-06-02
704N4	IIx	GAII	2010-06-03
704KY	IIx	GAII	2010-06-03
704UA	IIx	GAII	2010-06-03
61K5U	IIx	GAII	2010-06-04
704KF	IIx	GAII	2010-06-04
7051D	IIx	GAII	2010-06-04
70525	IIx	GAII	2010-06-04
704MU	IIx	GAII	2010-06-04
704GU	IIx	GAII	2010-06-06
7055E	IIx	GAII	2010-06-06
704W6	IIx	GAII	2010-06-06
704HN	IIx	GAII	2010-06-06
704VH	II	GAII	2010-06-06
70563	II	GAII	2010-06-07
61U3H	IIx	GAII	2010-06-07
61U3B	IIx	GAII	2010-06-07
7052C	IIx	GAII	2010-06-07
704R8	IIx	GAII	2010-06-07
61U3D	IIx	GAII	2010-06-08
61U32	IIx	GAII	2010-06-08
61U35	IIx	GAII	2010-06-08
61U4Y	IIx	GAII	2010-06-09
704K7	IIx	GAII	2010-06-09
61U3C	IIx	GAII	2010-06-09
61U3N	IIx	GAII	2010-06-09
61U74	IIx	GAII	2010-06-09
70486	IIx	GAII	2010-06-09
61U3L	IIx	GAII	2010-06-10
61U5L	II	GAII	2010-06-11
61WCA	IIx	GAII	2010-06-11
61U4R	IIx	GAII	2010-06-11
61U6R	IIx	GAII	2010-06-11
61U6V	IIx	GAII	2010-06-11
61WFC	IIx	GAII	2010-06-11
704V9	IIx	GAII	2010-06-11
61U4U	IIx	GAII	2010-06-11
61WEP	IIx	GAII	2010-06-11
7051A	IIx	GAII	2010-06-11
704GE	IIx	GAII	2010-06-11
703TM	IIx	GAII	2010-06-12
61U6W	IIx	GAII	2010-06-12
61U72	IIx	GAII	2010-06-12
61U5H	IIx	GAII	2010-06-12
7055M	IIx	GAII	2010-06-12
61U31	IIx	GAII	2010-06-12
61U50	IIx	GAII	2010-06-12
620H1	IIx	GAII	2010-06-12
620CV	IIx	GAII	2010-06-12
61VK4	IIx	GAII	2010-06-13
61VK5	IIx	GAII	2010-06-13
61U34	IIx	GAII	2010-06-14
61VKJ	IIx	GAII	2010-06-14
61WFD	IIx	GAII	2010-06-14
61K5N	IIx	GAII	2010-06-14
61HJ0	IIx	GAII	2010-06-14
61VKP	IIx	GAII	2010-06-14
61VL7	IIx	GAII	2010-06-16
61WC7	IIx	GAII	2010-06-16
61WC8	II	GAII	2010-06-16
61U7E	IIx	GAII	2010-06-16
6146G	IIx	GAII	2010-06-16
61WFE	IIx	GAII	2010-06-16
61VMM	IIx	GAII	2010-06-17
61VNV	IIx	GAII	2010-06-17
61VNK	IIx	GAII	2010-06-17
61WFF	IIx	GAII	2010-06-17
61WD4	IIx	GAII	2010-06-17
202R0	2000	HiSeq2000	2010-06-18
202AV	2000	HiSeq2000	2010-06-18
620BG	IIx	GAII	2010-06-18
61K5G	IIx	GAII	2010-06-18
620BE	IIx	GAII	2010-06-18
61WF9	IIx	GAII	2010-06-18
2039F	2000	HiSeq2000	2010-06-18
61WC9	IIx	GAII	2010-06-19
61VNY	IIx	GAII	2010-06-19
61WFG	IIx	GAII	2010-06-19
61WFB	IIx	GAII	2010-06-19
620H4	IIx	GAII	2010-06-19
620DR	IIx	GAII	2010-06-19
621F6	IIx	GAII	2010-06-20
621F5	IIx	GAII	2010-06-20
620DK	IIx	GAII	2010-06-21
620HB	IIx	GAII	2010-06-21
620G7	IIx	GAII	2010-06-21
620GA	IIx	GAII	2010-06-21
620DP	IIx	GAII	2010-06-21
620D0	IIx	GAII	2010-06-21
620CW	IIx	GAII	2010-06-21
620HE	IIx	GAII	2010-06-21
620GK	IIx	GAII	2010-06-21
620FU	II	GAII	2010-06-21
620CY	IIx	GAII	2010-06-21
621F1	IIx	GAII	2010-06-22
61WER	IIx	GAII	2010-06-22
620DJ	IIx	GAII	2010-06-22
6215C	IIx	GAII	2010-06-22
62126	IIx	GAII	2010-06-22
61WF8	IIx	GAII	2010-06-22
621CE	IIx	GAII	2010-06-22
620DH	IIx	GAII	2010-06-22
620BJ	IIx	GAII	2010-06-22
620DL	IIx	GAII	2010-06-23
621F2	IIx	GAII	2010-06-23
621EY	IIx	GAII	2010-06-23
621F0	IIx	GAII	2010-06-24
705HT	IIx	GAII	2010-06-24
620CU	IIx	GAII	2010-06-24
6240K	II	GAII	2010-06-26
6244U	IIx	GAII	2010-06-26
621F8	IIx	GAII	2010-06-26
621FB	IIx	GAII	2010-06-26
620LP	IIx	GAII	2010-06-26
62185	IIx	GAII	2010-06-27
6217J	IIx	GAII	2010-06-27
621NU	IIx	GAII	2010-06-27
621EU	IIx	GAII	2010-06-27
6237C	IIx	GAII	2010-06-27
624DT	IIx	GAII	2010-06-28
621CD	IIx	GAII	2010-06-28
621C4	IIx	GAII	2010-06-28
2038Ta	2000	HiSeq2000	2010-06-28
2039C	2000	HiSeq2000	2010-06-29
2023C	2000	HiSeq2000	2010-06-29
6217G	IIx	GAII	2010-06-29
6218V	IIx	GAII	2010-06-29
2034NABXX	2000	HiSeq2000	2010-06-29
2034LABXX	2000	HiSeq2000	2010-06-29
620BH	IIx	GAII	2010-06-29
620FH	IIx	GAII	2010-06-29
621KK	IIx	GAII	2010-06-29
2038V	2000	HiSeq2000	2010-06-29
620LV	IIx	GAII	2010-06-29
620DN	IIx	GAII	2010-06-29
621KG	IIx	GAII	2010-06-30
62124	IIx	GAII	2010-06-30
62159	IIx	GAII	2010-06-30
705J2	IIx	GAII	2010-06-30
621F7	IIx	GAII	2010-07-01
705HW	IIx	GAII	2010-07-01
621EW	IIx	GAII	2010-07-01
621CF	IIx	GAII	2010-07-01
621EV	IIx	GAII	2010-07-01
705HH	IIx	GAII	2010-07-01
621CA	II	GAII	2010-07-01
7060T	IIx	GAII	2010-07-01
6218H	IIx	GAII	2010-07-02
62125	IIx	GAII	2010-07-02
6218M	IIx	GAII	2010-07-02
6218T	IIx	GAII	2010-07-02
621MA	IIx	GAII	2010-07-02
621L2	IIx	GAII	2010-07-02
621ND	IIx	GAII	2010-07-02
6218R	IIx	GAII	2010-07-02
62153	IIx	GAII	2010-07-02
621T5	IIx	GAII	2010-07-02
62178	IIx	GAII	2010-07-03
6218U	IIx	GAII	2010-07-03
621PM	IIx	GAII	2010-07-03
6212A	IIx	GAII	2010-07-04
621TB	IIx	GAII	2010-07-05
62189	IIx	GAII	2010-07-05
6212D	IIx	GAII	2010-07-06
628J3	IIx	GAII	2010-07-06
6212E	IIx	GAII	2010-07-06
6217H	II	GAII	2010-07-06
628J4	IIx	GAII	2010-07-06
6217B	IIx	GAII	2010-07-07
6217A	IIx	GAII	2010-07-07
62452	IIx	GAII	2010-07-07
6217L	IIx	GAII	2010-07-07
6212G	IIx	GAII	2010-07-07
6212F	IIx	GAII	2010-07-07
6244K	IIx	GAII	2010-07-08
2034RABXX	2000	HiSeq2000	2010-07-08
6235H	IIx	GAII	2010-07-08
6218D	IIx	GAII	2010-07-08
203CWABXX	2000	HiSeq2000	2010-07-09
20391ABXX	2000	HiSeq2000	2010-07-09
20393ABXX	2000	HiSeq2000	2010-07-09
6240J	IIx	GAII	2010-07-09
62456	IIx	GAII	2010-07-09
6235F	IIx	GAII	2010-07-10
6244M	IIx	GAII	2010-07-10
62179	IIx	GAII	2010-07-10
6218A	IIx	GAII	2010-07-10
6244L	IIx	GAII	2010-07-10
6217K	IIx	GAII	2010-07-11
6240L	IIx	GAII	2010-07-11
6235G	II	GAII	2010-07-11
6244T	IIx	GAII	2010-07-11
6235J	IIx	GAII	2010-07-11
6240U	IIx	GAII	2010-07-11
6244V	IIx	GAII	2010-07-11
6244R	IIx	GAII	2010-07-11
6244N	IIx	GAII	2010-07-11
622AC	IIx	GAII	2010-07-12
6244J	IIx	GAII	2010-07-12
622A9	IIx	GAII	2010-07-12
6229W	IIx	GAII	2010-07-12
62297	IIx	GAII	2010-07-12
6229Y	IIx	GAII	2010-07-13
622BN	IIx	GAII	2010-07-13
6245B	IIx	GAII	2010-07-13
6229B	IIx	GAII	2010-07-13
704GV	IIx	GAII	2010-07-13
62450	IIx	GAII	2010-07-13
20346ABXX	2000	HiSeq2000	2010-07-13
20395ABXX	2000	HiSeq2000	2010-07-13
622A6	IIx	GAII	2010-07-13
622BR	IIx	GAII	2010-07-13
62453	IIx	GAII	2010-07-13
622AA	IIx	GAII	2010-07-13
621F9	IIx	GAII	2010-07-14
622BVAAXX	IIx	GAII	2010-07-14
62296	IIx	GAII	2010-07-15
624FCAAXX	IIx	GAII	2010-07-16
624DRAAXX	IIx	GAII	2010-07-16
624DYAAXX	IIx	GAII	2010-07-16
624E0AAXX	II	GAII	2010-07-16
6229UAAXX	IIx	GAII	2010-07-17
622ABAAXX	IIx	GAII	2010-07-17
623DEAAXX	IIx	GAII	2010-07-17
624D1AAXX	IIx	GAII	2010-07-17
622AL	IIx	GAII	2010-07-17
623D3AAXX	IIx	GAII	2010-07-17
6229KAAXX	IIx	GAII	2010-07-19
62295AAXX	IIx	GAII	2010-07-19
62298AAXX	IIx	GAII	2010-07-19
6229VAAXX	IIx	GAII	2010-07-19
20394ABXX	2000	HiSeq2000	2010-07-19
2034WABXX	2000	HiSeq2000	2010-07-19
624FDAAXX	IIx	GAII	2010-07-19
206V7ABXX	2000	HiSeq2000	2010-07-19
624D0AAXX	IIx	GAII	2010-07-19
6229TAAXX	IIx	GAII	2010-07-20
623D7AAXX	IIx	GAII	2010-07-20
6229D	IIx	GAII	2010-07-20
624FEAAXX	IIx	GAII	2010-07-20
624DUAAXX	IIx	GAII	2010-07-20
2034UABXX	2000	HiSeq2000	2010-07-20
6229AAAXX	IIx	GAII	2010-07-20
624DVAAXX	IIx	GAII	2010-07-20
6238YAAXX	IIx	GAII	2010-07-21
62375AAXX	IIx	GAII	2010-07-21
623D5AAXX	IIx	GAII	2010-07-21
623D1AAXX	IIx	GAII	2010-07-21
623DBAAXX	II	GAII	2010-07-21
624DBAAXX	IIx	GAII	2010-07-21
623DFAAXX	IIx	GAII	2010-07-21
62376AAXX	IIx	GAII	2010-07-22
624DDAAXX	IIx	GAII	2010-07-22
623D9AAXX	IIx	GAII	2010-07-22
624FBAAXX	IIx	GAII	2010-07-22
6238CAAXX	IIx	GAII	2010-07-22
62378AAXX	IIx	GAII	2010-07-22
624DEAAXX	IIx	GAII	2010-07-22
205Y0ABXX	2000	HiSeq2000	2010-07-23
2081EABXX	2000	HiSeq2000	2010-07-23
6238MAAXX	IIx	GAII	2010-07-24
6238LAAXX	IIx	GAII	2010-07-24
62399AAXX	IIx	GAII	2010-07-24
62379AAXX	IIx	GAII	2010-07-24
62353AAXX	IIx	GAII	2010-07-24
624DCAAXX	IIx	GAII	2010-07-24
62388AAXX	IIx	GAII	2010-07-24
628H4AAXX	IIx	GAII	2010-07-24
6234VAAXX	IIx	GAII	2010-07-25
6237WAAXX	IIx	GAII	2010-07-26
628C3AAXX	IIx	GAII	2010-07-26
6237EAAXX	IIx	GAII	2010-07-26
6238GAAXX	II	GAII	2010-07-26
6237MAAXX	IIx	GAII	2010-07-26
704RAAAXX	IIx	GAII	2010-07-26
61HLRAAXX	IIx	GAII	2010-07-27
7014PAAXX	IIx	GAII	2010-07-27
62356AAXX	IIx	GAII	2010-07-27
62187AAXX	IIx	GAII	2010-07-27
7014DAAXX	IIx	GAII	2010-07-27
62355AAXX	IIx	GAII	2010-07-27
61VALAAXX	IIx	GAII	2010-07-28
61VDLAAXX	IIx	GAII	2010-07-29
62357AAXX	IIx	GAII	2010-07-29
205WNABXX	2000	HiSeq2000	2010-07-29
61VF9AAXX	IIx	GAII	2010-07-29
61VEHAAXX	IIx	GAII	2010-07-29
6238UAAXX	IIx	GAII	2010-07-29
61VB9AAXX	IIx	GAII	2010-07-29
206UNABXX	2000	HiSeq2000	2010-07-29
205WKABXX	2000	HiSeq2000	2010-07-29
6237DAAXX	IIx	GAII	2010-07-30
6237BAAXX	IIx	GAII	2010-07-30
7013LAAXX	IIx	GAII	2010-07-30
62391AAXX	IIx	GAII	2010-07-30
205WLABXX	2000	HiSeq2000	2010-07-30
7012PAAXX	IIx	GAII	2010-07-30
70137AAXX	IIx	GAII	2010-07-30
61VDVAAXX	IIx	GAII	2010-07-30
61VHBAAXX	IIx	GAII	2010-07-30
61VAPAAXX	IIx	GAII	2010-07-31
61VAVAAXX	IIx	GAII	2010-07-31
7013VAAXX	IIx	GAII	2010-07-31
61VF6AAXX	IIx	GAII	2010-07-31
70628AAXX	IIx	GAII	2010-07-31
7011VAAXX	II	GAII	2010-07-31
7036EAAXX	IIx	GAII	2010-07-31
7012KAAXX	IIx	GAII	2010-08-01
61VENAAXX	IIx	GAII	2010-08-01
705YPAAXX	IIx	GAII	2010-08-01
7012VAAXX	IIx	GAII	2010-08-01
7013HAAXX	IIx	GAII	2010-08-02
6238HAAXX	IIx	GAII	2010-08-02
205WJABXX	2000	HiSeq2000	2010-08-02
7014TAAXX	IIx	GAII	2010-08-03
705Y1AAXX	IIx	GAII	2010-08-03
205Y3ABXX	2000	HiSeq2000	2010-08-03
621CCAAXX	IIx	GAII	2010-08-03
7012UAAXX	IIx	GAII	2010-08-03
